Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021]
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,South Sudan,SSD,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,Somalia,SOM,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,Kenya,KEN,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,Tanzania,TZA,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,Uganda,UGA,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,Rwanda,RWA,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,Burundi,BDI,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,South Sudan,SSD,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,Somalia,SOM,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Kenya,KEN,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Tanzania,TZA,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Uganda,UGA,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Rwanda,RWA,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Burundi,BDI,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,South Sudan,SSD,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Somalia,SOM,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,Kenya,KEN,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,Tanzania,TZA,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,Uganda,UGA,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,Rwanda,RWA,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,Burundi,BDI,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,South Sudan,SSD,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,Somalia,SOM,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Kenya,KEN,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Tanzania,TZA,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Uganda,UGA,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Rwanda,RWA,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Burundi,BDI,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,South Sudan,SSD,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Somalia,SOM,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Kenya,KEN,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Tanzania,TZA,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Uganda,UGA,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Rwanda,RWA,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Burundi,BDI,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,South Sudan,SSD,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Somalia,SOM,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Kenya,KEN,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Tanzania,TZA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Uganda,UGA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Rwanda,RWA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Burundi,BDI,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,South Sudan,SSD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Somalia,SOM,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Kenya,KEN,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Tanzania,TZA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Uganda,UGA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Rwanda,RWA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Burundi,BDI,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,South Sudan,SSD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Somalia,SOM,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Kenya,KEN,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Tanzania,TZA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Uganda,UGA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Rwanda,RWA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Burundi,BDI,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,South Sudan,SSD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Somalia,SOM,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Kenya,KEN,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Tanzania,TZA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Uganda,UGA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Rwanda,RWA,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Burundi,BDI,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,South Sudan,SSD,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Somalia,SOM,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,Kenya,KEN,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,Tanzania,TZA,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,Uganda,UGA,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,Rwanda,RWA,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,Burundi,BDI,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,South Sudan,SSD,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,Somalia,SOM,..,..,..
Women who believe religion requires female genital mutilation (% of women ages 15-49 who have heard about FGM),SH.STA.FGMO.RE.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,Kenya,KEN,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,Tanzania,TZA,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,Uganda,UGA,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,Rwanda,RWA,..,4.5,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,Burundi,BDI,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,South Sudan,SSD,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,Somalia,SOM,..,..,..
Women who initiated sexual intercourse before age 15 (% of women ages 15-19),SG.SXL.SX15.YG.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,Kenya,KEN,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,Tanzania,TZA,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,Uganda,UGA,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,Rwanda,RWA,..,2.9,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,Burundi,BDI,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,South Sudan,SSD,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,Somalia,SOM,..,..,..
Women who initiated sexual intercourse by age 15 (% of women ages 20-24),SG.SXL.SX15.OL.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,Kenya,KEN,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,Tanzania,TZA,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,Uganda,UGA,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,Rwanda,RWA,..,39.7,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,Burundi,BDI,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,South Sudan,SSD,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,Somalia,SOM,..,..,..
"Women who never sought help to stop violence, and never told anyone  (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.NV.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,Kenya,KEN,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,Tanzania,TZA,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,Uganda,UGA,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,Rwanda,RWA,..,17.5,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,Burundi,BDI,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,South Sudan,SSD,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,Somalia,SOM,..,..,..
"Women who never sought help to stop violence, but told someone (% of ever-married women ages 15-49 who have ever experienced any physical or sexual violence)",SG.VAW.HLPV.TD.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Kenya,KEN,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Tanzania,TZA,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Uganda,UGA,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Rwanda,RWA,..,5,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Burundi,BDI,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,South Sudan,SSD,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Somalia,SOM,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,Kenya,KEN,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,Tanzania,TZA,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,Uganda,UGA,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,Rwanda,RWA,..,5.7,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,Burundi,BDI,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,South Sudan,SSD,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,Somalia,SOM,..,..,..
Women who own land alone (% of women age 15-49),SG.OWN.LDAL.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,Kenya,KEN,..,..,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,Tanzania,TZA,..,..,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,Uganda,UGA,..,..,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,Rwanda,RWA,..,0.3,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,Burundi,BDI,..,..,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,South Sudan,SSD,..,..,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,Somalia,SOM,..,16.8,..
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,Kenya,KEN,..,..,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,Tanzania,TZA,..,..,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,Uganda,UGA,..,..,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,Rwanda,RWA,..,5.5,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,Burundi,BDI,..,..,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,South Sudan,SSD,..,..,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,Somalia,SOM,..,35.5,..
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,Kenya,KEN,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,Tanzania,TZA,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,Uganda,UGA,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,Rwanda,RWA,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,Burundi,BDI,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,South Sudan,SSD,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,Somalia,SOM,..,..,..
Women with a national identity card or equivalent foundational identity document (% of women ages 15+),SG.REG.NLID.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,Kenya,KEN,80,80,80
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,Tanzania,TZA,60,60,60
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,Uganda,UGA,40,40,40
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,Rwanda,RWA,100,100,100
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,Burundi,BDI,60,60,60
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,South Sudan,SSD,20,20,20
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,Somalia,SOM,40,40,40
"Women, Business and the Law: Assets Indicator Score (scale 1-100)",SG.LAW.INDX.AS,"Congo, Dem. Rep.",COD,60,60,60
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,Kenya,KEN,50,50,50
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,Tanzania,TZA,75,75,75
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,Uganda,UGA,75,75,75
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,Rwanda,RWA,75,75,75
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,Burundi,BDI,75,75,75
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,South Sudan,SSD,75,75,75
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,Somalia,SOM,75,75,75
"Women, Business and the Law: Entrepreneurship Indicator Score (scale 1-100)",SG.LAW.INDX.EN,"Congo, Dem. Rep.",COD,100,100,100
,,,,,,
,,,,,,
,,,,,,
Data from database: Gender Statistics,,,,,,
Last Updated: 01/31/2023,,,,,,
